0.60386E-07 0.64062E-09 0.00000E+01 30806 0 0 2117 0.35000E+11 0.00000E+01 0.60386E-07 0.00000E+01 0.00000E+01 0
1 6.3149e-08 4.3037e-09 3.1959 2.4872e-06 6.3149e-08
2 5.9536e-08 1.8553e-09 2.0666 2.3295e-06 5.9536e-08
3 6.2489e-08 1.0989e-09 1.6493 8.4389e-07 6.2489e-08
4 5.4822e-08 3.5901e-09 3.0709 1.7657e-06 5.4822e-08
5 5.9541e-08 1.8788e-09 2.0926 1.499e-06 5.9541e-08
6 5.9039e-08 1.0483e-09 1.6653 1.2674e-06 5.9039e-08
<lo_statistics>
<cumulated_time> 2.0659149999999995 </cumulated_time>
</lo_statistics>
