0.22640E-05 0.37411E-08 0.00000E+01 2385590 0 0 141169 0.61663E+11 0.00000E+01 0.22640E-05 0.00000E+01 0.00000E+01 0
1 2.1055e-06 2.8941e-07 9.7194 0.00068113 2.1055e-06
2 2.4348e-06 1.0218e-07 4.1965 0.00035719 2.4348e-06
3 2.2986e-06 2.8106e-08 1.7292 0.00010653 2.2986e-06
4 2.4607e-06 7.3901e-07 21.236 0.0028868 2.4607e-06
5 2.3735e-06 9.8692e-08 4.158 0.00046939 2.3735e-06
6 2.3066e-06 2.9689e-08 1.8203 0.00011625 2.3066e-06
7 2.5544e-06 5.0412e-07 13.955 0.0013902 2.5544e-06
8 2.1245e-06 6.0988e-08 2.8707 0.00021454 2.1245e-06
9 2.2174e-06 2.571e-08 1.6397 0.00010748 2.2174e-06
10 2.3004e-06 8.3904e-08 3.6473 0.00032553 2.3004e-06
11 2.4081e-06 3.3854e-08 1.9882 0.00012579 2.4081e-06
12 2.3739e-06 1.6082e-08 1.3549 4.5077e-05 2.3739e-06
13 2.2661e-06 7.5291e-07 23.494 0.003681 2.2661e-06
14 2.3359e-06 1.1208e-07 4.798 0.00044275 2.3359e-06
15 2.278e-06 2.8732e-08 1.7837 8.9281e-05 2.278e-06
16 1.7984e-06 3.3689e-07 13.246 0.0012924 1.7984e-06
17 2.212e-06 9.3861e-08 4.2433 0.00057784 2.212e-06
18 2.2834e-06 2.8971e-08 1.7943 0.00010068 2.2834e-06
19 2.7796e-06 5.3605e-07 13.637 0.0013276 2.7796e-06
20 2.2456e-06 7.4907e-08 3.3356 0.00026764 2.2456e-06
21 2.1844e-06 2.4116e-08 1.5613 5.2853e-05 2.1844e-06
22 1.9184e-06 3.2688e-07 12.048 0.0011805 1.9184e-06
23 2.1849e-06 7.6583e-08 3.5051 0.00022286 2.1849e-06
24 2.1192e-06 2.4108e-08 1.6088 5.8415e-05 2.1192e-06
25 1.8302e-06 2.3912e-07 9.2386 0.00059614 1.8302e-06
26 2.3794e-06 9.3526e-08 3.9306 0.00033566 2.3794e-06
27 2.3097e-06 2.7265e-08 1.6694 6.7343e-05 2.3097e-06
28 2.3643e-06 4.239e-07 12.678 0.0013478 2.3643e-06
29 2.0729e-06 6.0824e-08 2.9342 0.00016656 2.0729e-06
30 2.0698e-06 2.3023e-08 1.5731 6.9149e-05 2.0698e-06
31 1.591e-06 2.6059e-07 11.582 0.00089378 1.591e-06
32 1.9462e-06 6.5189e-08 3.3496 0.00022183 1.9462e-06
33 2.0785e-06 2.4132e-08 1.642 8.9787e-05 2.0785e-06
34 1.8625e-06 3.3392e-07 12.678 0.0014846 1.8625e-06
35 2.1437e-06 7.3462e-08 3.4269 0.00026118 2.1437e-06
36 2.105e-06 2.3635e-08 1.5879 6.0995e-05 2.105e-06
37 1.586e-06 1.899e-07 8.4664 0.00061239 1.586e-06
38 2.3186e-06 9.8312e-08 4.2402 0.00043056 2.3186e-06
39 2.2797e-06 2.9595e-08 1.8359 9.3396e-05 2.2797e-06
40 2.1667e-06 5.642e-07 18.412 0.002585 2.1667e-06
41 2.4281e-06 9.2648e-08 3.8157 0.00031751 2.4281e-06
42 2.3654e-06 2.9086e-08 1.739 7.264e-05 2.3654e-06
43 1.7423e-06 2.226e-07 9.0341 0.00068428 1.7423e-06
44 1.9618e-06 5.5913e-08 2.8502 0.00014832 1.9618e-06
45 2.0234e-06 2.2809e-08 1.5942 6.5189e-05 2.0234e-06
46 1.8425e-06 2.9518e-07 11.328 0.00090039 1.8425e-06
47 2.3238e-06 7.9602e-08 3.4256 0.00022314 2.3238e-06
48 2.3316e-06 2.9301e-08 1.7772 9.3088e-05 2.3316e-06
49 2.0122e-06 5.3855e-07 18.925 0.0025993 2.0122e-06
50 2.1073e-06 7.8669e-08 3.7331 0.00034438 2.1073e-06
51 2.0872e-06 2.427e-08 1.6444 0.00013802 2.0872e-06
52 2.277e-06 6.7045e-07 20.82 0.0032027 2.277e-06
53 2.0922e-06 6.8785e-08 3.2877 0.00036701 2.0922e-06
54 2.081e-06 2.2077e-08 1.5003 3.8922e-05 2.081e-06
55 2.6001e-06 7.2215e-07 19.64 0.003249 2.6001e-06
56 2.4732e-06 1.0229e-07 4.136 0.00043694 2.4732e-06
57 2.3585e-06 3.0141e-08 1.8073 8.5319e-05 2.3585e-06
58 2.3291e-06 8.9128e-08 3.8267 0.00030795 2.3291e-06
59 2.4172e-06 3.2138e-08 1.8803 8.746e-05 2.4172e-06
